company_name,company_link,company_number,company_email,price
msi clinics limited,www.msiclinics.com,+44 20 4522 9103,info@msiclinics.com,290.0
roc health services,rochealthservices.com,+44 1224 515254,covid19@rochealthservices.com,400.0
digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,info@pharmadiagnostics.co.uk,24.0
blindspot global,www.blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com,25.0
123tests.co.uk,123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk,27.0
i-gen testing limited,www.igentesting.co.uk,+44 333 577 1106,info@igentesting.co.uk,29.0
1 stop covid shop,www.1stopcovidshop.com,+44 7862 268224,contact@1stopcovidshop.com,45.0
abicare health,abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk,45.0
live covid testing,livecovidtesting.co.uk,+44 330 223 5697,info@livecovidtesting.co.uk,55.0
004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,59.99
dna workplace,www.dnaworkplace.com,+44 20 3943 5777,travel@dnaworkplace.com,60.0
your health first ltd,,+44 845 163 0458,info@yourhealthfirstltd.com,60.0
ais covid testing ltd,aiscovid.com,+44 7942 322777,info@aiscovid.com,68.0
expert medicals,www.expert-medicals.co.uk,+44 1274 905667,covid@expert-medicals.co.uk,70.0
covidfly,www.covidfly.co.uk,+44 7973 507048,enquiries@covidfly.co.uk,75.0
good egg medical,goodeggmedical.co.uk,+44 20 8125 7003,swab@goodeggmedical.co.uk,95.0
eurofins,www.eurofins.co.uk,+44 1925 980595,covid19administration@eurofins.co.uk,98.9
the montague clinic,montagueclinic.com,+44 20 3637 7999,expresscovidtests@montagueclinic.com,99.0
1010labs,www.1010labs.co.uk,+44 121 822 8430,covenquiries@1010labs.co.uk,99.99
nutraceuticals laboratory london limited,nutraceuticalslondon.co.uk,+44 20 8566 0608,info@nutraceuticalslondon.co.uk,105.0
covid testing laboratories,covidtestinglaboratories.com,+44 333 335 0227,orders@covidtestinglaboratories.com,110.0
apollo testing,www.apollotesting.com,+44 121 828 4023,support@apollotesting.com,115.0
expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,117.99
outcome diagnostics (outcomedx),www.outcomedx.com,+44 20 3148 2505,contact@outcome-diagnostics.co.uk,119.0
uk health testing,ukhealthtesting.com,+44 1604 800609,covid@ukhealthtesting.com,119.0
expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,119.99
001 covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk,120.0
1rapid clinics,rapidclinics.co.uk,+44 20 3137 5047,info@1rapidclinics.co.uk,126.0
zava,zavamed.com,+44 20 3588 0292,covidtraveltesting@zavamed.com,138.0
118testing,118testing.com,+44 20 3642 2142,contact@118testing.com,139.0
hhh diagnostics,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk,139.99
minton treharne & davies laboratories limited,shop.minton.group,+44 29 2054 0000,c19support@minton.group,140.0
the health suite,thehealthsuite.co.uk,+44 116 241 0010,info@thehealthsuite.co.uk,148.0
123clinics,123clinics.co.uk,+44 121 817 0999,info@123clinics.co.uk,149.0
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,149.0
worldwide travel health clinic,www.worldwidetravelhealth.co.uk,+44 1204 263040,info@worldwidetravelhealth.co.uk,149.0
elements medical,,+44 1302 343432,covid-19travel@elements.org.uk,150.0
xana medtec ltd,www.xanamedtec.com,+44 161 974 6518,info@xanamedtec.com,156.0
121 covicall,121covicall.com,+44 7942 349166,info@121covicall.com,159.0
vsm pharmacy,www.vsmpharmacy.co.uk,+44 1276 21002,digital@vsmpharmacy.co.uk,159.0
the travel health clinic,thetravelhealthclinic.co.uk,+44 7851 848773,cv19clinic@gmail.com,159.99
check my body health,checkmybodyhealth.com,+44 1604 930250,covidteam@checkmybodyhealth.com,160.0
test for now ltd,testfornow.co.uk,+44 141 628 5667,info@testfornow.co.uk,165.0
travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com,170.0
1 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,172.0
covid19 checking,covid19checking.co.uk,+44 330 133 1516,info@covid19checking.co.uk,175.0
ypchealth,www.ypchealth.co.uk,+44 113 531 4947,info@ypchealth.co.uk,175.0
100 covid clear,100covidclear.co.uk,+44 330 133 3899,help@100covidclear.co.uk,178.0
zoomdoc health,www.zoomdoc.com,+44 20 7993 2292,info@zoomdoc.com,178.0
new street pharmacy t/a the travel vaccine room,thetravelvaccineroom.co.uk,+44 7940 916597,info@thetravelvaccineroom.co.uk,180.0
tac healthcare group,www.tachealthcaregroup.com,+44 333 014 3488,c19@tachealthcare.com,188.0
vitacheck,,+44 1992 500651,info@vitacheck.health,190.0
clnq,www.clnq.com,+44 1565 362001,hello@clnq.com,195.0
rb healthcare ltd,www.clearchemist.co.uk,+44 151 203 6535,admin@clearchemist.co.uk,195.0
0000covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
covid19 health clinics limited,,+44 20 3811 8545,info@covid19healthclinics.com,199.0
shantys pharmacy,shantyspharmacy.com,+44 20 7247 2140,info@shantyspharmacy.com,215.0
g16 covid testing,www.coronatest.co.uk,+44 20 3991 6494,arrivals@coronatest.co.uk,219.0
private-testing-providers london cloudapps digital refresh,www.occupationalhealthbristol.co.uk,+44 117 313 5203,hello@occupationalhealthbristol.co.uk,225.0
msi clinics limited,www.msiclinics.com,+44 20 4522 9103,info@msiclinics.com,229.0
01 harley street,01harleystreet.co.uk,+44 20 3886 1301,help@01harleystreet.co.uk,249.0
elite safety clinic,,+44 7908 847341,info@elitesafetyclinic.com,249.99
one5 health,www.one5.health,+44 20 3488 4415,care@one5.health,270.0
01 harley street,01harleystreet.co.uk,+44 20 3886 1301,help@01harleystreet.co.uk,23.0
pcrtravel ltd london,pcrtravel.co.uk,+44 20 3475 7050,support@pcrtravel.co.uk,23.95
anglia dna services,covidfit2fly.com,+44 1603 320777,ttp@angliadna.co.uk,23.99
g16 covid testing,www.coronatest.co.uk,+44 20 3991 6494,arrivals@coronatest.co.uk,23.99
medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,cs@medicinesonline.org.uk,24.99
247 travel tests,www.247traveltests.com,+44 333 210 2247,info@247traveltests.com,25.0
nomad travel,www.nomadtravel.co.uk,+44 1902 943711,day2and8testing@nomadtravel.co.uk,25.0
travel 19,www.travel19.co.uk,+44 330 175 2530,hello@travel19.co.uk,26.99
expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,27.99
harley medic international,harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk,29.0
uk health testing,ukhealthtesting.com,+44 1604 800609,covid@ukhealthtesting.com,29.0
doctor driver assessment ltd,www.doctordriverassessment.com,+44 800 001 6784,sales@doctordriverassessment.com,34.99
ck doctors covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,support@covidtravelclinics.com,40.0
future health technologies limited,futurehealthbiobank.com,+44 115 907 8610,covidsales@fhbb.com,50.0
optimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk,50.0
004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,55.99
randox health liverpoolone,,+44 800 254 5201,covidcustomersupport@randox.com,60.0
nationwide pathology limited,nwp-online.co.uk,+44 1858 571322,,85.0
randox health airport testing,fly.randox.com,+44 800 254 5201,covidsales@randox.com,86.0
randox laboratories ltd,www.randoxhealth.com,+44 28 9442 2413,covidcustomersupport@randox.com,86.0
everything genetic ltd,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk,87.99
1010labs,www.1010labs.co.uk,+44 121 822 8430,covenquiries@1010labs.co.uk,89.99
testing for all,www.testingforall.org,+44 20 3301 1100,travel@testingforall.org,95.0
0044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com,99.0
katalyst laboratories,katalysthealth.uk,+44 20 7880 1804,testing@wearekatalyst.com,100.0
lifecrest ltd trading as (lifecrest medical laboratory),lifecrest.co.uk,+44 1603 928868,admin@lifecrest.co.uk,105.0
london corona test centre,www.londoncoronatestcentre.com,+44 1895 671717,tests@londoncoronatestcentre.com,105.0
coop pharmacy,www.cooppharmacy.coop,+44 1902 357660,bilston.pharmacyhub@midcounties.coop,107.0
1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co,109.0
medplus test,medplustest.uk,+44 7888 040407,booking@medplustest.uk,110.0
project olive lindfield limited,projectolive.org,+44 7967 535361,nicola@projectolive.org,110.0
@harley street nurses (t/a harley street nurses ltd),www.harleystreetnurses.com,+44 20 7637 5511,covidtest@harleystreetnurses.com,111.0
my express testing,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk,118.0
proviris solutions,provirissolutions.com,+44 037738641,support@provirissolutions.com,118.0
live covid testing,livecovidtesting.co.uk,+44 330 223 5697,info@livecovidtesting.co.uk,119.0
mhf medical concierge,mhfcovidtesting.co.uk,+44 20 7060 1136,info@mhfcovidtesting.co.uk,120.0
1west end medical practice uk,1westendmedicalpracticeuk.com,+44 20 3137 5062,info@1westendmedicalpracticeuk.com,124.0
1westendmedicalpracticeuk,,+44 20 3137 5062,info@1westendmedicalpracticeuk.com,124.0
1rapid clinics,rapidclinics.co.uk,+44 20 3137 5047,info@1rapidclinics.co.uk,125.0
consultant clinic,consultantclinic.org,+44 161 399 0402,info@consultantclinic.org,125.0
abicare health,abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk,128.0
001 covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk,130.0
bestway national chemists t/a well pharmacy ltd,www.well.co.uk,+44 1782 597313,hello@well.co.uk,130.0
citydoc medical limited,www.citydoc.org.uk,+44 1688 320318,support@citydoc.org.uk,130.0
ihomecare,www.ihomecare.co,+44 20 3719 9784,info@ihomecare.co,130.0
vanite clinic,www.vaniteclinic.com,+44 121 687 0025,info@vaniteclinic.com,130.0
a1 global testing limited,a1globaltesting.com,+44 7459 740756,admin@a1globaltesting.com,133.99
guildhall pharmacy,,+44 1303 259414,info@guildhallpharmacy.co.uk,135.0
covid test centre,www.covidtestcentre.net,+44 1224 608702,support@covidtestcentre.net,138.0
aeromedical consulting uk,testingatamcuk.com,+44 333 577 4944,covidtesting@aeromedicalconsulting.co.uk,139.0
book a travel test,,+44 20 3811 8197,support@bookatraveltest.com,139.0
chhp and ceritific,,,,139.0
est-health wellness clinic,www.est-health.com,+44 141 230 5781,covid19@est-ethics.com,139.0
jdoc medical limited,jdoc365.co.uk,+44 20 3656 5657,covid19@jdoc365.co.uk,144.0
excalibur diagnostics ltd,testing.excaliburhealth.co.uk,+44 20 3002 4824,enquiries@excaliburhealth.co.uk,145.0
1 stop covid shop,www.1stopcovidshop.com,+44 7862 268224,contact@1stopcovidshop.com,149.0
centennial medical care,www.centennialmedical.co.uk,+44 20 3327 7777,info@centennialmedical.co.uk,149.0
claret diagnostics ltd,www.privatecovidtests.co.uk,+44 333 577 0939,customerservices@claretdiagnostics.coms.com,149.0
corona testing,www.corona-testing.com,+44 20 3642 2141,contact@corona-testing.com,149.0
cq doctor,www.cqdoctor.co.uk,+44 333 404 9512,help@cqdoctor.co.uk,149.0
1 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,149.99
121 covicall,121covicall.com,+44 7942 349166,info@121covicall.com,150.0
ais covid testing ltd,aiscovid.com,+44 7942 322777,info@aiscovid.com,150.0
amin pharmacy,www.aminpharmacyhounslow.co.uk,+44 20 8570 9144,aminpharmacy@outlook.com,150.0
covidfly,www.covidfly.co.uk,+44 7876 148666,enquiries@covidfly.co.uk,150.0
medical covid test,www.medicalcovidtest.com,+44 161 527 7960,support@medicalcovidtest.com,150.0
pexpo diagnostic,londontesting.co.uk,+44 20 3575 1209,info@pexpo.co.uk,150.0
your health first,yourhealthfirstltd.com,+44 845 163 0458,info@yourhealthfirstltd.com,150.0
covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,154.99
al-shadhilli ltd,www.shifa-pharmacy.co.uk,+44 121 439 8062,shifapharmacist@gmail.com,155.0
occupational health prime,www.covid.ohprime.co.uk,+44 1908 915899,covidtesting@ohprime.co.uk,155.0
red 1 response,covid.red1response.com,+44 330 229 0112,hello@red1response.com,155.99
everwell chinese medical centre ltd,www.everwell.co.uk,+44 20 7434 1697,info@everwell.co.uk,159.0
pall mall medical (manchester) limited,www.pallmallmedical.co.uk,+44 330 058 4455,admin@pallmallmedical.co.uk,159.0
audley pharmacy,,+44 20 7493 6133,covid@audleypharmacy.london,160.0
biotherapy services,www.rapidcovidtesting.org.uk,+44 20 7112 4964,info@rapidcovidtesting.org.uk,160.0
covido,www.covido.co.uk,+44 7572 188497,sales@covido.co.uk,160.0
clear diagnostics ltd,www.cleardiagnostics.co.uk,+44 7424 637888,info@cleardiagnostics.co.uk,165.0
arriving uk,www.arrivinguk.com,+44 330 024 9176,info@arrivinguk.com,169.0
collingwood health,collingwoodhealth.com,+44 1753 781654,testing@collingwoodhealth.com,169.0
test for now,testfornow.co.uk,+44 141 628 5667,info@testfornow.co.uk,169.0
acorn occupational health ltd,www.acornoh.co.uk,+44 1260 277797,covid@acornoh.co.uk,170.0
agg coventry ltd ta vantage chemist,www.vantagechemistcoventry.com,+44 24 7622 2985,vantagechemist@btconnect.com,170.0
chronomics,www.chronomics.com,+44 20 4519 7400,support@chronomics.com,170.0
clinicare uk,clinicare-uk.com,+44 7796 855535,info@clinicare-uk.com,170.0
zen healthcare (purecare ltd),www.zenhealthcare.co.uk,+44 20 7225 1660,testing@zenhealthcare.co.uk,170.0
covguard,www.covguard.com,+44 20 4513 4000,info@covguard.com,174.0
effect doctors,effectdoctors.com,+44 20 7305 7608,info@effectdoctors.com,175.0
rapid health test,rapidhealthtest.com,+44 1872 229740,info@rapidhealthtest.com,179.0
1 covclinics,www.covclinics.co.uk,+44 161 529 5488,info@covclinics.co.uk,179.99
alexandru livinschi (t/a bai long ltd),covid19getatest.co.uk,+44 7902 198555,office@covid19getatest.co.uk,180.0
atropa blood clinic,,+44 1482 351209,fit2fly@atropabloodclinic.co.uk,180.0
avicenna health,www.avicenna-health.com,+44 20 8712 5565,covid@avicenna-health.com,180.0
empire medicines ltd t/a empire pharmacy,empirepharmacy.co.uk,+44 161 258 6149,covid@empirepharmacy.co.uk,180.0
ukcovidtest,ukcovidtest.co.uk,+44 29 2128 0591,info@ukcovidtest.co.uk,181.5
london vaccination clinic,shop.londonvaccinationclinic.co.uk,+44 7990 755804,katy.peters@360health.co.uk,185.0
future healthcare ltd,www.futurehealthcare.uk,+44 23 9400 3825,testing@futurehealthcare.uk,186.0
doctap ltd,doctap.co.uk,+44 20 7183 3254,covid19@doctap.co.uk,188.0
london medical laboratory / private coronavirus tests,www.privatecoronavirustests.com,+44 20 7183 3718,info@londonmedicallaboratory.co.uk,189.0
east midlands laser and cosmetic clinic ltd,emlcc.as.me,+44 7425 629538,covidtesting@eastmidlandslaserclinic.co.uk,190.0
remedys pharmacy w9,,+44 20 7286 7255,covid@remedyspharmacy.london,190.0
c & h esher limited (t/a central pharmacy),www.centralpharmacyesher.com,+44 1372 464007,covidtestbookings@candhesher.com,195.0
digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,support@pcrdirect.co.uk,198.0
dr wayne cottrell,,+44 20 3197 9100,contact@drwaynecottrell.com,198.0
hale clinic harley street,www.haleclinic.com,+44 20 7631 0156,info@haleclinic.com,199.0
occupational health bristol,www.occupationalhealthbristol.co.uk,+44 117 332 5739,hello@occupationalhealthbristol.co.uk,200.0
affinity health,www.affinityhealth.uk,+44 1473 351029,support@affinityhealth.uk,219.0
duality health,www.dualityhealth.co.uk,+44 28 3083 3666,mail@dualityhealth.co.uk,220.0
rb healthcare ltd,pharmadoctor.co.uk,+44 161 870 6546,info@cheshiretravelclinic.co.uk,220.0
107 harley street,107harleystreet.co.uk,+44 20 7935 8627,covidtesting@107harleystreet.co.uk,245.0
elite safety clinic,elitesafetyclinic.com,+44 7908 847341,info@elitesafetyclinic.com,249.99
@corona tests,www.coronatests.com,+44 121 820 5555,info@coronatests.com,250.0
chelsea pharmacy medical clinic,cpmedicalclinic.com,+44 20 7589 8776,contact@cpmedicalclinic.com,250.0
medical logistics,samedaycoronavirustests.com,+44 7843 988660,info@samedaycoronavirustests.com,250.0
the palace gate practice limited,www.palacegatepractice.com,+44 20 7244 5806,covidtesting@palacegatepractice.com,250.0
the wellness people ltd,,+44 7752 095822,roshni@thewellnesspeople.co,250.0
the new foscote hospital,thefoscotehospital.co.uk,+44 1295 252281,covidtesting@foscote.hospital,275.0
test to you,testtoyou.co.uk,+44 7872 172176,customercare@testtoyou.co.uk,280.0
10 hs linknurse clinic london,www.linknurse.co.uk,+44 20 3950 8134,10harley@linknurse.co.uk,320.0
locaton medical services ltd,locationmedical.com,+44 330 321 7357,covidtesting@locationmedical.com,330.0
#nomad travel,www.nomadtravel.co.uk,+44 1902 943711,day2and8testing@nomadtravel.co.uk,20.0
.001expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,20.0
.001my express testing,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk,20.0
.expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,20.0
0-100 travel 19,www.travel19.co.uk,,hello@travel19.co.uk,20.0
001expert covid testing uk,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,20.0
00expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,20.0
01harleystreet,,+44 20 3886 1301,help@01harleystreet.co.uk,20.0
01harleystreet,01harleystreet.co.uk,+44 20 3886 1301,help@01harleystreet.co.uk,20.0
100 covid clear,100covidclear.co.uk,,help@100covidclear.co.uk,20.0
1010labs,www.1010labs.co.uk,+44 121 822 8430,covenquiries@1010labs.co.uk,20.0
123 covid labs,,+44 113 521 7944,support@123labs.co.uk,20.0
123clinics,123clinics.co.uk,+44 121 817 0999,info@123clinics.co.uk,20.0
1affordabletest,1affordabletest.com,+44 20 3475 0940,travel@1affordabletest.com,20.0
abicare health,abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk,20.0
arrival test centre,arrivaltestcenter.com,+44 075101828,contact@arrivaltestcenter.com,20.0
arrivinguk,arrivinguk.com,+44 330 024 9176,info@arrivinguk.com,20.0
blindspot global,www.blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com,20.0
complete covid tests,completecovidtests.com,+44 771012817,contact@completecovidtests.com,20.0
confirm testing limited,www.confirmtesting.com,+44 20 3870 3623,info@confirmtesting.com,20.0
covid-19 travel clinic,www.covid19travelclinic.com,+44 7731 398122,contact@covid19travelclinic.com,20.0
covid-19 travel clinic,covid19travelclinic.com,+44 205235632,contact@covid19travelclinic.com,20.0
expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,20.0
g16 covid testing,www.coronatest.co.uk,+44 20 3991 6493,arrivals@coronatest.co.uk,20.0
my express testing uk,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk,20.0
uk health testing,ukhealthtesting.com,+44 1604 800609,covid@ukhealthtesting.com,20.0
covid-19 travel clinic,www.covid19travelclinic.com,+44 7731 398122,contact@covid19travelclinic.com,20.5
1 stop covid shop,1stopcovidshop.com,+44 20 3642 2141,contact@1stopcovidshop.com,20.99
covid test centre,www.covidtestcentre.net,+44 1224 608702,support@covidtestcentre.net,21.0
121 covicall,121covicall.com,+44 7942 349166,info@121covicall.com,22.0
hhh diagnostics,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk,22.0
ck doctors covid travel clinics,www.covidtravelclinics.com,,support@covidtravelclinics.com,23.5
anglia dna services,covidfit2fly.com,,ttp@angliadna.co.uk,23.99
.medical covid test,www.medicalcovidtest.com,+44 161 527 7960,support@medicalcovidtest.com,24.0
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,24.0
0044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com,25.0
118 testing,118testing.com,+44 20 3128 2728,contact@118testing.com,25.0
118testing,118testing.com,+44 751012816,contact@118testing.com,25.0
247hometesting,247hometesting.com,+44 20 3976 8353,info@247hometesting.com,25.0
biograd diagnostics,www.biograddiagnostics.co.uk,,clinical@biograd.co.uk,25.0
nomad travel,www.nomadtravel.co.uk,,day2and8testing@nomadtravel.co.uk,25.0
uk health testing,ukhealthtesting.com,,covid@ukhealthtesting.com,25.99
harley medic international,harleymedic.co.uk,,info@harleymedic.co.uk,29.0
optimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk,30.0
001 covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk,39.0
1 covclinics,www.covclinics.co.uk,+44 161 529 5488,info@covclinics.co.uk,39.99
covidfly,www.covidfly.co.uk,+44 7876 148666,enquiries@covidfly.co.uk,40.0
pexpo diagnostic,londontesting.co.uk,+44 20 3575 1209,day2day8@pexpo.co.uk,40.0
randox health liverpoolone,lpl.randox.com,+44 800 254 5201,covidcustomersupport@randox.com,43.0
fit to fly uk,www.fittoflyuk.com,+44 1708 981993,customercare@fittoflyuk.com,45.0
live covid testing,livecovidtesting.co.uk,,info@livecovidtesting.co.uk,45.0
0001ace-thetix,testingservices.online,+44 20 7193 6318,covid@testingservices.online,50.0
dna workplace,www.dnaworkplace.com,,travel@dnaworkplace.com,60.0
eurofins,www.eurofins.co.uk,,covid19administration@eurofins.co.uk,60.0
expert medicals,www.expert-medicals.co.uk,,covid@expert-medicals.co.uk,70.0
dante labs,www.dantelabs.co.uk,,contact@dantelabs.com,84.0
kurix health,www.kurixhealth.co.uk ,,hello@kurixhealth.co.uk,84.0
andres pharmacy,pharmaelite.co.uk,,andrespharm261@hotmail.com,85.0
labmedexpert limited,patient.labmedexpert.co.uk,,day2andday8@labmedexpert.co.uk,85.0
mobihealth international,mobihealthconsultcovid19.mobihealthinternational.com,,covid19@mobihealthinternational.com,85.0
nationwide pathology limited,nwp-online.co.uk,,,85.0
randox health airport testing,fly.randox.com,,covidcustomersupport@randox.com,86.0
randox laboratories ltd,www.randoxhealth.com,,covidcustomersupport@randox.com,86.0
brunswick hygiene,brunswickhygiene.com,,info@brunswickhygiene.com,89.0
iqdoctor,www.iqdoctor.co.uk,,help@iqdoctor.co.uk,89.0
now test,www.nowtest.com,,support@nowtest.com,90.0
a1 track&travel,,+44 333 335 5910,info@a1trackandtravel.co.uk,95.0
testing for all,www.testingforall.org,,travel@testingforall.org,95.0
1st class testing,1stclasstesting.co.uk,,info@1stclasstesting.co.uk,98.0
i-gen testing limited,www.igentesting.co.uk,,info@igentesting.co.uk,98.0
.004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4mdicaltesting.co.uk,99.0
004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,99.0
g16 covid testing,www.coronatest.co.uk,+44 20 3991 6493,arrivals@coronatest.co.uk,99.0
ghosh medical group,www.drarunghosh.co.uk,+44 333 200 3338,info@ghoshmedicalgroup.com,99.0
london covid testing,,+44 20 3488 8463,info@londoncovidtesting.com,99.0
protein technologies ltd / rapiditydx,rapiditydx.com,,covidtesting@protein-technologies.com,99.0
katalyst laboratories,katalysthealth.uk,,testing@wearekatalyst.com,100.0
occupational health bristol,www.occupationalhealthbristol.co.uk,+44 117 332 5993,hello@occupationalhealthbristol.co.uk,100.0
coronafocus by oncologica uk ltd (t/a oncologica uk ltd),covid19.oncologica.com,,test@covidprotected.co.uk,105.0
lifecrest ltd trading as (lifecrest medical laboratory),lifecrest.co.uk,,admin@lifecrest.co.uk,105.0
london corona test centre,www.londoncoronatestcentre.com,,tests@londoncoronatestcentre.com,105.0
nutraceuticals laboratory london limited,nutraceuticalslondon.co.uk,,info@nutraceuticalslondon.co.uk,105.0
screen4,screen4.org,,covid19@screen4.org,105.0
coop pharmacy,www.cooppharmacy.coop,,bilston.pharmacyhub@midcounties.coop,107.0
1corporate covid tests,www.1corporatecovidtests.com,,1corporate@rightangled.co,109.0
covid testing laboratories,covidtestinglaboratories.com,,orders@covidtestinglaboratories.com,110.0
project olive lindfield limited,projectolive.org,,nicola@projectolive.org,110.0
@harley street nurses (t/a harley street nurses ltd),www.harleystreetnurses.com,,covidtest@harleystreetnurses.com,111.0
"c-19 direct uk lab alliance by cambrige clinical laboratories & nonocus, using c-19 direct uk lab alliance by cambrige clinical laboratories & nonocus",c-19direct.com,+44 20 3002 6070,info@c-19direct.com,114.95
*everything genetic ltd,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk,115.0
apollo testing,www.apollotesting.com,,support@apollotesting.com,115.0
everything genetic ltd,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk,115.0
proviris solutions,provirissolutions.com,,support@provirissolutions.com,118.0
better2know,www.better2know.co.uk,,info@better2know.com,119.0
consultant clinic,consultantclinic.org,+44 161 399 0402,info@consultantclinic.org,119.0
outcome diagnostics (outcomedx),www.outcomedx.com,,contact@outcome-diagnostics.co.uk,119.0
pcrtravel ltd london,pcrtravel.co.uk,,support@pcrtravel.co.uk,119.0
peplobio,www.peplobio.co.uk,,info@peplobio.co.uk,119.0
reading fit to fly/oxford road clinics ltd,www.readingfittofly.co.uk,,customerservice@readingfittofly.co.uk,119.0
c-19 direct uk lab alliance by cambrige clinical laboratories & nonocus,c-19direct.com,,info@c-19direct.com,119.95
accendolab limited,www.accendolab.co.uk,,traveltests@accendolab.co.uk,120.0
mhf medical concierge,mhfcovidtesting.co.uk,,info@mhfcovidtesting.co.uk,120.0
private harley street clinic,privateharleystreetclinic.com,,info@privateharleystreetclinic.com,120.0
rainbow labs,www.rainbowlabs.co.uk,,support@rainbowlabs.co.uk,120.0
randox health london limited,fly.randox.com,,covidcustomersupport@randoxhealth.com,120.0
the bridge clinic,please.use.email,,covid.check@outlook.com,120.0
insta care solutions limited,www.instacaresolutions.co.uk,+44 7366 118247,info@instacaresoluions.co.uk,125.0
all healthcare,allhealthcare.co.uk,,info@allhealthcare.co.uk,127.0
baseline medicine,www.baselinemedicine.co.uk,,info@baselinemedicine.co.uk,129.0
cignpost diagnostics,www.expresstest.co.uk,,info@expresstest.co.uk,129.0
expresstest by cignpost diagnostics,www.expresstest.co.uk,,info@expresstest.co.uk,129.0
bestway national chemists t/a well pharmacy ltd,www.well.co.uk,,hello@well.co.uk,130.0
citydoc medical limited,www.citydoc.org.uk,,support@citydoc.org.uk,130.0
ihomecare,www.ihomecare.co,,info@ihomecare.co,130.0
"nivha laboratory services ltd, randox",,,covid19@nivha.net,130.0
premier clinic ltd,www.premier-clinic.co.uk,,info@premier-clinic.co.uk,130.0
site lt,sitelt.co.uk,,covid@sitelt.co.uk,130.0
vanite clinic,www.vaniteclinic.com,,info@vaniteclinic.com,130.0
guildhall pharmacy,,,info@guildhallpharmacy.co.uk,135.0
t consultants ltd,covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com,135.0
zava,www.zavamed.com,+44 20 3588 0292,covidtraveltesting@zavamed.com,138.0
aeromedical consulting uk,testingatamcuk.com,,covidtesting@aeromedicalconsulting.co.uk,139.0
